project_id,llm_primary,llm_secondary,confidence,rule_id,evidence_text,llm_run_at
097c30bab093a156e3865cdae2a6b9ad,federal_land,federal_direct_action,medium,T5_llm,Willamette Valley System Operations and Maintenance,2026-07-21T02:08:46.640263+00:00
09fc641e5ddea57d2d345c5485f8bb70,federal_direct_action,federal_program,high,T5_llm,"quest was modeled; 
• 
Glades and Bear Creek reservoirs were deleted from the model network in response to public 
comments and new information (Bear Creek Reservoir was proposed near the Chattahoochee 
River in south Fulton County downstream from Metro Atlanta with a pending DA permit 
application ",2026-07-21T02:08:49.611206+00:00
0a568aa48b06cfca61780228179551b7,federal_funding,federal_land,medium,T5_llm,"for a utility-scale solar 
project.  The work to be performed by RCI was to be compliant with BIA regulations and the 
terms of the U.S. Department of Energy (DOE) Assessing the Feasibility of Renewable Energy 
Development and Energy Efficiency Deployment on Tribal Lands (AFRED) grant funding 
oppor",2026-07-21T02:08:52.781891+00:00
0ac7f2d7-f666-7578-ebb0-b90bdd992334,federal_funding,federal_permit,high,T5_llm,"proposed action would likely be rione to minimal.
Conclusion:
Based on the above information, consultations with the National Marine Fisheries Service, and the project's direct
connection with the NWEI WEC device testing project (EE0006056), DOE has determined that this project is
consistent with ac",2026-07-21T02:08:55.252763+00:00
0ad5675fc448d7f80a6fad72089f03b7,federal_direct_action,federal_land,medium,T5_llm,"L-Reactor Operation, Savannah River Plant Aiken, South Carolina",2026-07-21T02:08:58.107426+00:00
0bff6aa6097e345867777ae062b3ded7,federal_land,federal_permit,high,T5_llm,"Shu1uuk Wind Project, Campo Indian Reservation, San Diego County, California",2026-07-21T02:09:00.567304+00:00
0c3d63979201d57ca792f2bf380b8538,federal_permit,federal_land,high,T5_llm,"jects-to-create-jobs/. 


 
Introduction 
1-9 
DOI | BOEM 
 
The U.S. Army Corps of Engineers (USACE) Philadelphia District received requests for authorization of 
a permit action to be undertaken through authority delegated to the District Engineer by 33 CFR 325.8, 
pursuant to Section 10 of the Ri",2026-07-21T02:09:03.433715+00:00
0c4ce2c444b0864b4674c527762d6fd3,federal_land,federal_permit,high,T5_llm,"ces of the Outer Continental Shelf; 
(E) coordination with relevant Federal agencies; 
(F) protection of national security interests of the United States; 
(G) protection of correlative rights in the outer Continental Shelf; 
(H) a fair return to the United States for any lease, easement, or right-o",2026-07-21T02:09:06.813282+00:00
0d13e6e2-127f-2bb6-1bc9-33c49742c134,unknown,,low,T5_llm,"Evaluation of High Capacity Cells for EV Applications [""Brief Description of Proposed Action: The objective of the work is to make Li-ion cells and evaluate their performance.""]",2026-07-21T02:09:09.270283+00:00
0d8afe51655930bc8ac03e8f32e4fb62,federal_permit,,high,T5_llm,"Relicensing the York Haven, Muddy Run, and Conowingo Projects, FERC Project Nos. 1888-030, 2355-018, and 405-106",2026-07-21T02:09:12.239744+00:00
0dcff6392f65818866e2cccad4f04007,federal_permit,,high,T5_llm,"Proposed Action and conduct public scoping (79 Federal Register 
50901).  The NOI explained that the DOE would prepare an EIS to assess the potential environmental 
effects of its Proposed Action to grant a Presidential permit to TDI-NE to construct, operate, maintain, 
and connect a new electric tr",2026-07-21T02:09:14.581993+00:00
0f3eb3c6-d9d3-ccf4-8fa1-b9f4a524d019,federal_direct_action,,medium,T5_llm,"Building 922 Ice Melt/Heat Trace Project [""Brief Description of Proposed Action: Installation of heat trace in the east gutters and downspouts of Building 922 to prevent ice and water damage during the winter.""]",2026-07-21T02:09:16.745720+00:00
0f8656da6a74851cab7f38a430379261,federal_permit,federal_property_transaction,medium,T5_llm,"– not applicable. 
•
Sun Metro Transit Asset Management Plan (TAM) FY 2023-2026 - All transit agencies are
required to develop and implement a TAM plan that serves as a guide for operations and maintains
capital assets in its efforts to provide public transportation and received federal financial as",2026-07-21T02:09:20.225640+00:00
0f99ccf3386113d1ce1230d9789f17d8,federal_program,,medium,T5_llm,Energy Efficiency Standards for New Federal Commercial and Multi-Family High-Rise Residential Buildings FOR AGENCY ACTION ................................................... 8 2,2026-07-21T02:09:22.669887+00:00
0fcbcb312531db19c9ddc05b17f2f0e7,federal_funding,federal_permit,high,T5_llm,"Background 
Under the Energy Policy Act (EPAct) of 2005, the U.S. Congress directed the U.S. 
Department of Energy (DOE) to carry out a program to demonstrate the commercial 
application of integrated biorefineries for the production of ethanol from lignocellulosic 
feedstocks. Federal funding for c",2026-07-21T02:09:25.446776+00:00
108bcfb9-01b0-984a-0a41-05dfae4cf753,federal_land,,high,T5_llm,"Nevada Desert Research Center (NV Desert FACE and Mojave Global Change Facilities) [""Proposed Action Description\nThe Desert Research Institute (DRI), University of Nevada, Las Vegas (UNLV), and University of Nevada, Reno (UNR) jointly conduct ecological and climate change research at the Nevada Nat",2026-07-21T02:09:27.805928+00:00
115c30ebb825bebb76c359fd95c535fe,unknown,,low,T5_llm,Kalina Geothermal Demonstration Project,2026-07-21T02:09:30.387986+00:00
11db7405-0f6a-2ee6-ed36-25ca9287c10a,federal_direct_action,federal_program,medium,T5_llm,"Solar Decathlon 2013; NREL Tracking Number 12-016 [""Rational for determination:\nBACKGROUND\nThe U.S. Department of Energy (DOE) 2013 Solar Decathlon (Solar Decathlon) challenges 20 collegiate teams to design, build, and operate solar-powered houses that are cost-effective, energy-efficient, and att",2026-07-21T02:09:32.760216+00:00
122ad6478673dd87a8ce38dd48df2481,federal_program,,high,T5_llm,Energy Efficiency Standards for New Federal Low-Rise Residential Buildings’ Baseline Standards Update ............................................................................................................. 4 1.4 Public Participation and Agency Consultation......................................,2026-07-21T02:09:36.612041+00:00
124b290647fc0cd2afa7a7c1cd851a07,federal_land,federal_property_transaction,high,T5_llm,"e conditions would continue under the No Action 
Alternative. 
2.6.1.4 
OMC 
The facilities, parking, traffic, and security conditions at the OMC under the No Action Alternative 
are described below. 
Facilities 
The OMC consists of lands that were part of the former Fort Ord, a military installatio",2026-07-21T02:09:39.886151+00:00
1526ada507540ce206a9bf39d546ed1c,federal_permit,,high,T5_llm,"in accordance with our authorities and responsibilities 
under the National Environmental Policy Act (NEPA) and Section 309 of the Clean Air Act.  
The draft EIS has been prepared by the Federal Energy Regulatory Commission (FERC) in 
response to an application by PacifiCorp to relicense their exist",2026-07-21T02:09:42.862750+00:00
1581f96cbbb8f56df34484f1ad5029e9,federal_permit,federal_funding,medium,T5_llm,"oute in the Hudson River.  
Therefore, impacts on vessels or vessel anchors from use of concrete mats would be expected to be 
minimal.  In the event that an anchor snag should occur, the vessel crew would notify the USCG and the 


Final Champlain Hudson Power Express EIS 
U.S. Department of Energy",2026-07-21T02:09:45.723763+00:00
15c76d798916d79753b34984e6f19179,federal_direct_action,federal_property_transaction,medium,T5_llm,Future Location of Heat Source/Radioisotope Power System: Assembly and Test Operations Currently Located at the Mound Site,2026-07-21T02:09:48.284934+00:00
161a185f-554d-ac3c-cf2f-cd655b434007,federal_funding,federal_property_transaction,high,T5_llm,"GSA Region 7 Campus Building Microgrid [""Rationale for determination:\nThe U.S. Department of Energy (DOE) is proposing to provide funding to the General Services Administration (GSA) to design, install, and commission microgrid controls and a 250kW battery energy storage system (BESS) at the GSA Re",2026-07-21T02:09:50.474279+00:00
162a7ef9868c583ccb859e1883cb1527,federal_land,federal_permit,high,T5_llm,"on measures included in the 
PA/EIS/EIR.  
CDFW also has the authority to regulate potential impacts to species that are protected under the 
California Endangered Species Act (CESA) (Fish and Game Code §2050, et seq.). If appropriate, 
the Applicant would be required to file an Incidental Take Perm",2026-07-21T02:09:53.319957+00:00
16c7bae9146be1b5b821a192a87a2220,federal_permit,federal_property_transaction,medium,T5_llm,Authorizing the Puerto Rico Electric Power Authority (PREPA) to Allow Public Access to the Boiling Nuclear Superheat (BONUS) Reactor Building for Action 10,2026-07-21T02:09:55.947405+00:00
17d43bcfe062e6828aa07f5f39758034,federal_direct_action,federal_land,high,T5_llm,"Waste Policy Act of 
1982, as amended]. 
Mixed waste. Waste that contains both source, special nuclear, or by-product material subject to the Atomic 
Energy Act of 1954, as amended, and a hazardous component subject to the Resource Conservation and 
Recovery Act. [Adapted from: Federal Facility Comp",2026-07-21T02:09:58.263752+00:00
17f8f470-481e-f68c-2212-7ace92ae8d55,federal_direct_action,federal_permit,medium,T5_llm,"Big Hill Potable Water Service [""Description: The Trinity Bay Conservation District (TBCD), Anahuac, Texas, shall supply the monthly potable water service to the Big Hill Strategic Petroleum Reserve (SPR) site for a period of ten (10) years.\n\nThe TBCD public water system supplying water to the Big",2026-07-21T02:10:01.494957+00:00
182c5b2d-9e4f-ad2d-f826-a44cdbba0cc3,unknown,,low,T5_llm,"Advanced Prelithiation and Lithium Anode Manufacturing Facility [""Description:\nB5.15 Small-scale renewable energy research and development and pilot projects: Small-scale renewable energy research and development projects and small-scale pilot projects, provided that the projects are located within",2026-07-21T02:10:04.365258+00:00
184cf23174a3558a9b47bb29b6adac3d,federal_permit,federal_direct_action,high,T5_llm,"s in Sequim Bay 
and the Strait of Juan de Fuca 
5-3 
• Laura Watson, Washington State Department of Ecology  
• Vince McGowan, Washington State Department of Ecology  
• Fran Sant, Washington State Department of Ecology  
• Joe Thomas, Washington State Department of Ecology  
• SEPA Mailbox, Washin",2026-07-21T02:10:06.923593+00:00
19254ac4b58e4464d99b301a79a275a3,federal_permit,,high,T5_llm,"proposed action by the Department of Energy is 
the granting of a 
Presidential 
Permit for the construction, 
connection, 
operation, 
and maintenance of 69.6 kilometers (44 miles) 
of a +250 to +325 
and -250 to -325 kilovolt (250-325 kV) 
transmission facility from 
the Erie West Substation to 
t",2026-07-21T02:10:09.683529+00:00
196dac2192e3e84d837e902755217a90,unknown,,low,T5_llm,"der, Senior Vice President of Manufacturing 
Bill Mervine, Director of Plant Engineering 
John Gregory, Senior Process Engineer 


KOREPlex Facility Environmental Assessment
References 
Page 41 
6.0 
REFERENCES 
Arizona Department of Transportation. 2021a. Interstate 11 Corridor Tier 1 Environmental",2026-07-21T02:10:12.246116+00:00
1997aece8cad14451dcd3ab19bf56f1d,unknown,,low,T5_llm_error,"tigating the possibility of developing a 6000MW phased wind energy 
project in portions of 
Hyde, Hand, Buffalo, and Jerauld counties. Specific information about this 
possible future project is not yet available. 
4.16.1.2 Proposed NextGen Project 
Basin Electric bas applied to Western for intercon",
199a6995-c825-0868-2f74-04361c2ca27b,federal_funding,,medium,T5_llm,"Internal Short Circuits in Lithium-ion Cells for PHEV [""Brief Description of Proposed Action: Develop model that quantitatively characterizes the threshold parameters for internal short-circuit-induced thermal runaway.""]",2026-07-21T02:10:19.109935+00:00
1a8874d4bcc312110c881253551fe82b,federal_permit,federal_land,high,T5_llm,"this Final EIS and are incorporated in 
their entirety by reference. 
• 
Final Programmatic Environmental Impact Statement for Alternative Energy Development and 
Production and Alternate Use of Facilities on the Outer Continental Shelf, OCS EIS/EA MMS 2007-046 
(MMS 2007)—This programmatic EIS exam",2026-07-21T02:10:21.684548+00:00
1aa31374-1092-70f1-5de2-f830b0f3340d,federal_land,federal_permit,high,T5_llm,"Bicknell Town Culinary Water Upgrade (Amendment and Renewal) [""**Description of Proposed Action:** On July 14, 2021, The Bureau of Land Management (BLM), Richfield Field Office (RFO) received Standard Form 299, Application for Utility Systems on Federal Lands, from Bicknell Town. The application req",2026-07-21T02:10:24.328965+00:00
1acfc0d8-adcc-8183-9d6c-51184333c4a0,federal_funding,,high,T5_llm,"cost share.
Note to Specialist :
None Given.
SIGNATURE OF THIS MEMORANDUM CONSTITUTES A RECORD OF THIS DECISION.
NEPA Compliance Officer Signature:
NEPA Compliance Officer
Date: 8/23/10
FIELD OFFICE MANAGER DETERMINATION
[ ] Field Office Manager revie required
NCO REQUESTS THE FIELD OFFICE MANAGER R",2026-07-21T02:10:27.300146+00:00
1aed71770f3135349f6d6036efdf8cbe,federal_permit,,high,T5_llm,"the 
final Environmental Impact Statement (EIS) for the proposed C.J. Strike Project, 
Idaho (CEQ EIS No. 020448) in accordance with our authorities and responsibilities 
under the National Environmental Policy Act (NEPA) and Section 309 of the Clean 
Air Act.  The EIS has been prepared by the Feder",2026-07-21T02:10:29.552456+00:00
1bfe0bc7-c0c6-eb67-b761-aeb3df6cfeb0,federal_funding,,high,T5_llm,"EE Retrofits [""Proposed Action Description: The city proposes to replace the HVAC unit at city hall with a more efficient one. City Hall is not on the historic register.""]",2026-07-21T02:10:31.757177+00:00
1c2b8cc1484c40f793104e081f0321b2,federal_direct_action,federal_land,high,T5_llm,"onal Forest 
Service. October 30, 1999. 
DOE 2004 
Department of Energy, Recommendations for the Preparation of 
Environmental Assessments and Environmental Impact Statements, 
Second Edison, Office of NEPA Policy and Compliance, December 
2004. 
DOE 2008  
Department of Energy, Site-Wide Environmen",2026-07-21T02:10:34.260327+00:00
1c2d4683f4b2ac4c6ee61a63b8d6873d,unknown,,low,T5_llm,Project Icebreaker ............................................................................................................................. 16 5.2 Foundation Recommendations ......................................................................................................... 16 5.2.1 Transf,2026-07-21T02:10:36.509091+00:00
1c93261a555a4c6d3046f7739cd58279,unknown,,low,T5_llm,Energy Conservation Standards for Manufactured Housing and Request for Information on Impacts to Indoor Air Quality ............................................................................................................. 6 1.4 Public Participation and Agency Consultation........................,2026-07-21T02:10:39.279958+00:00
1d680cd4608ff3e730ec22f9980e31b3,federal_permit,federal_direct_action,high,T5_llm,"proposed 
action and the range of reasonable alternatives, including the No Action alternative. Under the No Action alternative, 
the Presidential permit would not be granted, and the proposed transmission line would not cross the U.S.-Canada 
border.  
 
DOE will use the EIS to ensure that it has t",2026-07-21T02:10:42.549087+00:00
1d9227a8-e114-11e2-b2ca-9931d999521a,federal_funding,,medium,T5_llm,"Energy Retrofits [""Proposed Action Description:\nWest Warwick will install flat solar panels and new hot water tanks in two schools, They will also install solar street lights at the school parking lot.""]",2026-07-21T02:10:45.932023+00:00
1db1f3dafa058761c76e3f3827fe551b,federal_program,federal_funding,medium,T5_llm,"ities . 
Many S tates , however ,  
may be unwi l l ing or unable to find adequate revenues 
for the ir listing and enforcement programs . 
Inadequate 
funding wi l l  aggravate the sa fe ty and e ffec tiveness 
problems aris ing from the improper ins tallation o f  
measures . 
Federal funding woul",2026-07-21T02:10:48.907815+00:00
1deed58918bd8ec3c64e0cac9cce8ac7,federal_direct_action,federal_land,medium,T5_llm,"n Historic Preservation (ACHP) and SHPO pursuant to the regulations (36 CFR
 Pt. 800) implementing Section 106 of the National Preservation Act (16 U.S.C
 470). Consequently, DOE, ACHP, and SHPO negotiated a Programmatic Agreement
 (see Appendix A). The agreement stipulated that DOE would develop an",2026-07-21T02:10:52.904425+00:00
1f05d3f8-a365-a447-9abd-bf04441735f8,federal_land,federal_permit,high,T5_llm,"Xcel Energy Pole Replacement NGLVC [""Proposal\nNorthern States Power Company, dba Xcel Energy, requested to upgrade their transmission line infrastructure within their existing permitted area. The existing single-circuit 34.5kV line was installed in this location in 2013 under Amendment 3 of permit ",2026-07-21T02:10:55.725843+00:00
1f67f033948c2ec7d497561e7bb94e03,federal_funding,,high,T5_llm,"ite preparation and construction could result in stormwater runoff and soil erosion. Runoff 
during construction would be regulated and controlled under a National Pollutant Discharge 
Elimination System stormwater construction permit and a stormwater pollution prevention plan. 
DOE/EA-1752 
51 
 

",2026-07-21T02:10:58.034696+00:00
2063b591-b829-d8c2-c98f-569fa93acd53,federal_land,,high,T5_llm,"Demolition of Building 9201-05 Annex [""Proposed Action Description:\nThe proposed action is to demolish Building 9201-05 annex.\nThe 9201-05 annex was constructed in 1987 and comprises approximately 800 sq. ft. The building has a flat roof, two roll up doors, and a door that connects to an adjacent ",2026-07-21T02:11:00.678159+00:00
20904d73-5e2f-73d3-a8b4-dfc2cb6a8790,unknown,,low,T5_llm,"183-2C Removal of Switchgear Cubicle [""Project Description: The proposed decommissioning end-state for this project is to remove and demolish portions of the switchgear, (cubicles 1&2), from the 183-2C substation and relocate cubicle #3. The breakers from cubicle #3 will be salvaged and turned over ",2026-07-21T02:11:02.582604+00:00
20ed166d-4c61-9a79-9ffe-cb24cad6da73,federal_permit,federal_land,medium,T5_llm,"BC Potable Water Service [""Description: The Iberville Parish Utility Department, Plaquemine, Louisiana shall supply the monthly potable water service to the Bayou Choctaw Strategic Petroleum Reserve (SPR) site for a period not to exceed ten (10) years from January 1, 2021 through December 31, 2031.\",2026-07-21T02:11:05.186439+00:00
21e1c7269bb39b1fc219e06b574f9c2d,federal_land,federal_permit,high,T5_llm,"nd Wildlife Service 
Memorandum of Understanding  
The BLM entered into an MOU with the USFWS dated April 12, 2010, to identify and implement 
strategies that promote conservation of migratory birds and to avoid or minimize adverse impacts on 
migratory birds. Under the MOU, the BLM, in coordination",2026-07-21T02:11:07.481155+00:00
222ec0606ebae226c295bc8b865acfc2,federal_permit,,high,T5_llm,".  “Federal actions to address environmental justice in 
28 
minority populations and low-income populations.”  Federal Register 59(32):7629–7634.  
29 
February 11, 1994.  
30 
82 FR 15643.  U.S. Nuclear Regulatory Commission.  “Non-Power Production or Utilization 
31 
Facility License Renewal.”  F",2026-07-21T02:11:10.176264+00:00
22975476864a6a6aa61129304adfb636,federal_land,federal_program,high,T5_llm,"FR
3100, 3200, and 3500.
Mineral material sales in Classes L, M, and I will be
processed under 43 CFR 23 and 3600. In addition, in
Class L, only existing extraction areas can be used. If a
new extraction area in Class L larger than 5 acres is
required, then it will be handled as programmatic EIS
cov",2026-07-21T02:11:13.071130+00:00
239e2ea13dc1b1784df122a9f2c4bf56,federal_permit,,high,T5_llm,"DRAFT ENVIRONMENTAL IMPACT STATEMENT FOR HYDROPOWER LICENSES 
Wilder Hydroelectric Project; Project No. 1892-030—VT/NH 
Bellows Falls Hydroelectric Project; Project No. 1855-050—VT/NH 
Vernon Hydroelectric Project; Project No. 1904-078—VT/NH 
Federal Energy Regulatory Commission 
Office of Energy Pr",2026-07-21T02:11:16.158983+00:00
242274dc-32a0-13c6-3bb2-68d775b483ed,federal_land,federal_permit,high,T5_llm,"Water & Sewer Utilities Modernization [""Description of Proposed Action\nThis project involves the replacement of underground water mains (canal water and domestic water) between Outer Circle Dr. and Rock Rd. along the entire length of Southwood Dr., and from Water Tower #42 on Eastwood Dr. to the 90",2026-07-21T02:11:18.985194+00:00
243e575a2298850cd81742f97d130680,unknown,,low,T5_llm,Solar Technology Center .................................................................................................................................2 1.3 Scoping......................................................................................................................................,2026-07-21T02:11:21.078202+00:00
24735117ac41fa75e2516f87d5dc2f14,federal_permit,,high,T5_llm,"proposed action of granting a 
Presidential permit to BHE, issued a 
ROD on January 18, 1996 (61 FR 2244), 
and, on January 22, 1996, issued 
Presidential Permit PP–89 to BHE for 
construction of the proposed 
transmission line along a route 
identified as the Stud Mill Road Route 
in the 1995 EIS. ",2026-07-21T02:11:24.436973+00:00
254ad68afda1fc93ba433a441c2351d7,unknown,,low,T5_llm_error,"of the Record of Decision (ROD).  
1.4 Relevant Existing NEPA and Consulting Documents 
BOEM used the following previously prepared NEPA and consulting documents to inform preparation of 
this Draft EIS; these documents are incorporated by reference where appropriate:  
• 
Final Programmatic Environ",
259d10d9-91bf-6867-30b0-a82488eae66a,federal_funding,federal_land,medium,T5_llm,"Retrofit of the Local 150 of International Union of Operating Engineers Headquarters Campus [""Rational for determination:\nIndie Energy Systems Company, LLC have completed all phases of construction and implementation of the Ground Source Heat Pump project. Indie Energy has completed installation of",2026-07-21T02:11:32.218886+00:00
2626c732e2fafc58f02100f338888dff,federal_direct_action,federal_land,medium,T5_llm,Glades Reservoir,2026-07-21T02:11:34.776633+00:00
2679edac-e758-f1d3-8610-0d329694b3bd,federal_direct_action,,low,T5_llm,"Catalyst Science and Engineering Laboratory (CSEL) [""Brief Description of Activities: The CSEL is a flexible, multi-user facility for developing materials used in catalysis, chemical looping combustion, CO2 adsorbents/absorbents, H2 generation, gas cleanup, and solid oxide fuel cells.""]",2026-07-21T02:11:37.445760+00:00
26d0f417-8b47-37de-3273-a22e3d840a28,unknown,,low,T5_llm,"Biomass Feed Preparation Laboratory [""Brief Description of Activities: Metal oxides are reactied with methane, natural gas, and solid fuels at high temperatures.""]",2026-07-21T02:11:40.305174+00:00
2760e3181ca65fa6be328d3f63010922,federal_land,federal_funding,high,T5_llm,"lities and 
infrastructure, reducing the overall footprint on ALE.  
The availability of American Recovery and Reinvestment Act of 2009 funding has provided DOE with an 
opportunity to identify actions that could be accelerated and accomplished earlier than previously 
planned.  DOE proposes to unde",2026-07-21T02:11:42.764376+00:00
279e6131-0ced-b9c9-938a-23cf2a53e04e,federal_funding,,high,T5_llm,"American-Made Upskill Prize [""Rationale for determination: The U.S. Department of Energy (DOE) is proposing to authorize the administration of a single-phase prize competition, known as the \""American-Made Upskill Prize: Solar Manufacturing Workforce Training.\"" The prize would provide financial ass",2026-07-21T02:11:45.542690+00:00
