project_id,process_type,initiation_candidate_id,decision_candidate_id,notes,split
9deb3bcb-4dd4-4a46-3192-4107bcfae4b0,CE,none,3755250fbbe7b7b90712,"init=none; no qualifying NOI, application, scoping, or CE start candidate; dec=authorizing-official or compliance-officer signature",train
19ebf385-186e-689b-dc8a-b2048749425b,CE,none,6b9a0ccda0042bffd849,"init=none; no qualifying NOI, application, scoping, or CE start candidate; dec=operative ROD",train
87ad384b-46df-a2bb-cae5-b756cac97e08,CE,fffa8a0181513e7f3b25,866a12284b6ecde94af7,init=earlier CE Date Determined paired with later operative signature; dec=authorizing-official or compliance-officer signature,train
a627ff27-52da-7e00-c55f-e75237f5a340,CE,1d4f71182d600d6bca57,a3cf855a323c6467c54e,init=authoritative register project start; dec=authorizing-official or compliance-officer signature,test
dfc2f2b2-5392-0051-c647-61ef75820306,CE,204980956165880b9741,7e54c7f77ca5422df0af,init=DOE Initiator signature; dec=authoritative register determination,test
4d39f407-3acc-f54f-f1d8-272cd1b0928a,CE,none,435bf351401443d7e161,"init=none; no qualifying NOI, application, scoping, or CE start candidate; dec=authorizing-official or compliance-officer signature",train
cfc31743-5000-eb26-80ab-47178549391b,CE,8d877072b6083b839ca4,05da036fc0af06e96ec1,init=authoritative register project start; dec=authorizing-official or compliance-officer signature,train
7bdf3994-a131-254a-f340-824f4ec9bc90,CE,e7e3c77c539935d5a820,8e4773c545432400cd3f,init=authoritative register project start; dec=authorizing-official or compliance-officer signature,train
602038e2-f111-c898-f05f-8072f275fc2e,CE,592e647a3bfad0facfa9,5026b84fc7b33b241603,init=authoritative register project start; dec=authorizing-official or compliance-officer signature,train
ba1bdc0c-a381-1518-898f-4f334996b05b,CE,none,f3b1b05198c19dd996e5,"init=none; no qualifying NOI, application, scoping, or CE start candidate; dec=authorizing-official or compliance-officer signature",train
88ea90d0-ab8c-2eb5-8ed0-f1df2240e79a,CE,b4889d07540d4778eb49,none,init=authoritative register project start; dec=none; no operative CE determination candidate,train
0b74cd9e-1753-d9ef-bc26-31bfc97f6e7e,CE,47ebbe1da8a30b4c5df9,27cf53605910fdc36efb,init=authoritative register project start; dec=authorizing-official or compliance-officer signature,train
4efde57b-7b2e-986f-ede3-cb2586c43265,CE,none,57026e9b959d60f8fdd9,"init=none; no qualifying NOI, application, scoping, or CE start candidate; dec=authoritative register determination",test
8d263a61-88e8-9799-2426-25857516c0c4,CE,none,7878e120b897ecacc2ba,"init=none; no qualifying NOI, application, scoping, or CE start candidate; dec=authorizing-official or compliance-officer signature",train
a6d9cef5-c3d0-89c0-3619-ee390735efcc,CE,6d8940d8c8fce60c3d03,none,init=authoritative register project start; dec=none; no operative CE determination candidate,train
e507acad-d991-d3c7-18e4-a44e69c522ff,CE,1f06012cdf99080850e6,none,init=authoritative register project start; dec=none; no operative CE determination candidate,train
0454241f-4d72-a4eb-e447-76cacd7b306e,CE,6e3639d12534326b2107,none,init=authoritative register project start; dec=none; no operative CE determination candidate,train
ade7ea78-89bc-a2c1-9098-8402736a3731,CE,none,none,"init=none; no qualifying NOI, application, scoping, or CE start candidate; dec=none; no operative CE determination candidate",train
45d398d3-090a-ac22-eec5-53182f0790f3,CE,none,3237d7dde498eb5dedc5,"init=none; no qualifying NOI, application, scoping, or CE start candidate; dec=operative ROD",train
964fea1b-e5ca-0d78-c692-c5cfbbaa232d,CE,977eb6e794e981747524,22331ec8abe80a8aef7c,init=authoritative register project start; dec=authorizing-official or compliance-officer signature,train
03d82b2a-889d-df48-f5eb-cc1a1a856404,CE,27fd812b6cbe9b363e18,fc559a31d4ee0ce0fe08,init=earliest qualifying application or scoping start; dec=authoritative register determination,train
947ee1c3-f03f-d301-4d22-9669de7733b7,CE,92b68baac668743bf0b7,7df7bba8b8dbe29aa298,init=earliest qualifying application or scoping start; dec=authoritative register determination,train
bcc12bf0-d165-abac-9c70-cae23e33e508,CE,afdac9b08a9f3a350825,66cba37b9779ca2c217d,init=earlier CE Date Determined paired with later operative signature; dec=authoritative register determination,train
4c208cff-1e25-7e06-c140-b014745630cc,CE,none,cd6d4ba06983f867dc7f,"init=none; no qualifying NOI, application, scoping, or CE start candidate; dec=authoritative register determination",train
afd8711b-d727-e70e-7d42-11b0c50bca4a,CE,e3aa8b7ef517708b5366,2e1769e239ab5c7b1a13,init=authoritative register project start; dec=authorizing-official or compliance-officer signature,train
d4ad69e9-1f6a-c87f-ec71-3e8a50ec6aa8,CE,88dfac6a1ce621ae0d69,d8ff39b65ea1361f9f36,init=authoritative register project start; dec=authorizing-official or compliance-officer signature,train
08603fe3-0c36-f30f-3ecf-f6c5fc101608,CE,ba7e633a5773aa03d6a5,5591a75fb147a06c8dd7,init=DOE Initiator signature; dec=authoritative register determination,train
e508af54-43f8-0225-cdfd-1237555bcea8,CE,d5701881e8d0af760bd8,8ae7f8839e7d0aaaa386,init=authoritative register project start; dec=authorizing-official or compliance-officer signature,train
b34fdcd6-dbee-ae5a-8fd2-c33e673664fb,CE,d9bc51e39da2ecc8f7dd,73c198de9300c23ee844,init=earliest qualifying application or scoping start; dec=authorizing-official or compliance-officer signature,train
7018c05a-ff93-40d4-17af-68f63d155c9c,CE,24197bbbf6ce4d2b8654,ef758bee5aa3fc7c36d0,init=earlier CE Date Determined paired with later operative signature; dec=authoritative register determination,test
475f5ae7-03e4-0545-16e3-cd42e1fe2504,CE,none,723d78660275a94b4b3b,"init=none; no qualifying NOI, application, scoping, or CE start candidate; dec=authorizing-official or compliance-officer signature",train
c983b48f-16a3-8e90-7ad8-eca4649e890c,CE,none,2f18abffa2ec86b7c8c4,"init=none; no qualifying NOI, application, scoping, or CE start candidate; dec=authorizing-official or compliance-officer signature",train
385c5771-58bb-6e55-5c91-1b00c7a9aebf,CE,none,aafb9bc069d52bca5407,"init=none; no qualifying NOI, application, scoping, or CE start candidate; dec=authorizing-official or compliance-officer signature",test
1ab7c626-39a4-c18b-a880-31b6aa84afca,CE,6132e500586d41b9fb99,1213084536fb309dc8ef,init=earliest qualifying application or scoping start; dec=authoritative register determination,train
33e8f084-559a-e08c-d817-2541514b1afa,CE,none,none,"init=none; no qualifying NOI, application, scoping, or CE start candidate; dec=none; no operative CE determination candidate",train
ed300094-71c0-1593-f108-fc3e68f982c5,CE,0ba32c7c992389138c6e,none,init=earliest qualifying application or scoping start; dec=none; no operative CE determination candidate,test
1d3ff3cb-7637-2d04-c83e-f8979597767d,CE,6a234b91753d05c4856d,none,init=authoritative register project start; dec=none; no operative CE determination candidate,test
1f4d1e9c-5481-ca5e-6ec6-e5fae8fb687c,CE,none,3d208c88a86acd3d0234,"init=none; no qualifying NOI, application, scoping, or CE start candidate; dec=authorizing-official or compliance-officer signature",train
696e35bc-4555-abd6-d760-bbaf9a1675a7,CE,b47ff2beff7c3acb72ef,d2b232d48133279ccabd,init=earliest qualifying application or scoping start; dec=authoritative register determination,train
1d74eaf6-f303-40ff-e76d-a9b80107627a,CE,ccb4a0f081b26dac2930,cc7c1189cb6b44d96a90,init=earliest qualifying application or scoping start; dec=authorizing-official or compliance-officer signature,test
dd11df9f-80de-9b8d-d5b9-2640c039c7f8,CE,0a348c531bcdb0b8e9cb,70d536c2ab96449dea87,init=DOE Initiator signature; dec=authoritative register determination,train
f175c040-547d-9696-6c37-0473d3d6ba35,CE,1d2ca1fdd5ef2993c87d,fc640d4f2d02943ee067,init=earlier CE Date Determined paired with later operative signature; dec=authorizing-official or compliance-officer signature,train
7fe53e35-a0ee-c15b-b448-4e4cd3643aa9,CE,e493d29ad1d3e7b432a3,none,init=authoritative register project start; dec=none; no operative CE determination candidate,test
a5deef83-ea92-b63c-68a2-8a876fead29d,CE,d3b09fc8ebc39a1a8419,e0d46e6bd4a4a5e7baa0,init=earliest qualifying application or scoping start; dec=authorizing-official or compliance-officer signature,train
f6b6d0d3-2589-acca-0463-7e36aa6afd71,CE,ed5e1c1629e66a9cf135,d25c0417a359ce6c0012,init=earliest qualifying application or scoping start; dec=authorizing-official or compliance-officer signature,train
21ed0f9c-2422-fdff-3bf3-83cc72dae095,CE,04630b320217a3d920fd,f73a21f6054a898dcab5,init=earliest qualifying application or scoping start; dec=authoritative register determination,train
210745db-62cc-baa2-2507-7bc19a645a98,CE,c849086f6e2057409731,8275ec88d21289613e84,init=earlier CE Date Determined paired with later operative signature; dec=authorizing-official or compliance-officer signature,train
0485f560-aec0-c425-20d8-a4a86f15e78e,CE,8d7bdd68a5dccf10cff1,dc6fc4ca31021bdcc687,init=earlier CE Date Determined paired with later operative signature; dec=authorizing-official or compliance-officer signature,train
d3f7ddbb-c4a1-bfed-4332-727a81296d37,CE,db33c79d26f803bc13ed,none,init=earliest qualifying application or scoping start; dec=none; no operative CE determination candidate,train
11364509-5cdb-ac5d-411a-224e1fb144f1,CE,none,84a8ac59acf6b7285e8b,"init=none; no qualifying NOI, application, scoping, or CE start candidate; dec=authorizing-official or compliance-officer signature",test
1295f42a-a5da-e0fb-c9f6-69bcf94879b2,CE,5503cd2b8b89c4bcfe3e,c26cf99cca49cea35f58,init=authoritative register project start; dec=authorizing-official or compliance-officer signature,train
6c8de8e6-48cc-34bc-f507-50bf9d204e29,CE,641e117850853a37b005,ffdb271f51fd535c78db,init=earlier CE Date Determined paired with later operative signature; dec=authoritative register determination,train
6b60697a-368f-304d-e71f-d5413b6d19cb,CE,cc36e0789fc768b86c6b,333b61b0ed3611592efe,init=earlier CE Date Determined paired with later operative signature; dec=authoritative register determination,train
4bc07763-fcaf-85a7-741f-47868e106d3d,CE,fd7e50375271d9b67913,none,init=earliest qualifying application or scoping start; dec=none; no operative CE determination candidate,train
2dd0e23c-8101-fabc-a512-813c4750ccfb,CE,7b235b44a594beaa865d,none,init=authoritative register project start; dec=none; no operative CE determination candidate,train
edcbf356-2521-c8c8-c1d6-3c105903a659,CE,5d517462c943a4118c90,373a9a457bd278efa69a,init=DOE Initiator signature; dec=authorizing-official or compliance-officer signature,train
143a87ef-bb29-6e39-7a41-50365dd83c39,CE,7e2f40212bc96edd3316,none,init=authoritative register project start; dec=none; no operative CE determination candidate,train
7d0eb9bd-d4f4-aa72-67ef-47249d6f5f14,CE,ce66b4216e4ce21bc460,202c09da4446f75f068f,init=authoritative register project start; dec=authorizing-official or compliance-officer signature,train
c3df5436-a345-e050-9c72-0db1c99c2704,CE,b3481956eb2387ecb106,none,init=authoritative register project start; dec=none; no operative CE determination candidate,train
dde41f036a9bd2ffd6916c6f8c9bdf41,EA,none,f535bb6a0fca98f2e360,"init=none; no qualifying NOI, application, scoping, or CE start candidate; dec=authoritative register determination",test
af0dc77794f31d272dccbe8e3b57c26e,EA,none,none,"init=none; no qualifying NOI, application, scoping, or CE start candidate; dec=none; no precise day-level FONSI/ROD candidate",train
5d955635009eb63142c7b12770cd5bbb,EA,none,c41bd49b08d9f44f40ce,"init=none; no qualifying NOI, application, scoping, or CE start candidate; dec=authorizing-official or compliance-officer signature",train
4e6cfe21483aa57b3aa2532e6557fa3b,EA,none,none,"init=none; no qualifying NOI, application, scoping, or CE start candidate; dec=none; no precise day-level FONSI/ROD candidate",train
be1cf87f42cd80d7aa3b2587d99873c7,EA,none,none,"init=none; no qualifying NOI, application, scoping, or CE start candidate; dec=none; no precise day-level FONSI/ROD candidate",test
d7bff39ed4d389feaf72eba5c45f17b6,EA,0074cce247e9494d7237,8b47fb30c8c9fb8a5017,init=earliest qualifying application or scoping start; dec=authoritative register determination,train
5e78bf80baf836f0b097258d2c9e6675,EA,none,9e1cd863145237d2b359,"init=none; no qualifying NOI, application, scoping, or CE start candidate; dec=operative FONSI",train
6814d5639775c55daf639c5c4f601c56,EA,f5d2a1004ab656ce8379,18bb99291abb590921bc,init=authoritative register project start; dec=authoritative register determination,train
df80cced6a7403556813b21162b20996,EA,none,cb99e74b725606eea8a9,"init=none; no qualifying NOI, application, scoping, or CE start candidate; dec=operative FONSI",train
71b3becd8598acbf85a16c09ffea5b82,EA,d74864a26cc0b1cfe8f7,aba8db1fe06d8b31032c,init=authoritative register project start; dec=authoritative register determination,train
ed0d144d03473d3e72ba81b1de97c77d,EA,c747431617675bb8b22f,e00641657b361c471fd5,init=authoritative register project start; dec=authoritative register determination,test
eeb42f45c169ddbce9f5cb5ab081e140,EA,a79a4c4316f598639ad9,413c24619cdcda8694b8,init=authoritative register project start; dec=authoritative register determination,train
d209965bb3a54dd7009fc9e057acf5e7,EA,f60ad6de084bbebd1fda,ce5f2158ba58b4dcfd85,init=authoritative register project start; dec=authoritative register determination,test
423b0bf50ca043b7cd2fc5f21b8689bf,EA,none,ce6fe01b18e3fdb1285f,"init=none; no qualifying NOI, application, scoping, or CE start candidate; dec=authoritative register determination",train
47ef0c68cd7f5b875357e28c772e4145,EA,a159820621bd4b3bf080,fb5a8c7e3ee521cba6cd,init=authoritative register project start; dec=authoritative register determination,train
cce33ee127bbe8cbe6c7d3321ce978fe,EA,none,a54c3e460c6da696efc0,"init=none; no qualifying NOI, application, scoping, or CE start candidate; dec=authoritative register determination",train
531c0055aa475d2d41f079107f8d4e27,EA,none,5f5ac74cd546edb22204,"init=none; no qualifying NOI, application, scoping, or CE start candidate; dec=authorizing-official or compliance-officer signature",train
d4036a014dddb83264d1cb676d4b2b61,EA,c8f0b3914464b12857ee,30566b97fb9811e1a07f,init=authoritative register project start; dec=authoritative register determination,train
201d8ca1ab7783426dec89db97739493,EA,none,67b0d1b5066cfdba6dc0,"init=none; no qualifying NOI, application, scoping, or CE start candidate; dec=authorizing-official or compliance-officer signature",test
f51b20c1c86180625bc8dddd68e24155,EA,none,none,"init=none; no qualifying NOI, application, scoping, or CE start candidate; dec=none; no precise day-level FONSI/ROD candidate",train
67e7692a197f12100663ff033ec82e26,EA,none,none,"init=none; no qualifying NOI, application, scoping, or CE start candidate; dec=none; no precise day-level FONSI/ROD candidate",train
ebd282b128924df300d82e2ad95e6212,EA,ce36b355587332ea6851,9fa081e99248034c5bdf,init=authoritative register project start; dec=authoritative register determination,train
6ad9161f2ee067150ab0d5c4356332b3,EA,379d44a4037c20129917,dc0e6eec382016468999,init=authoritative register project start; dec=authoritative register determination,test
a36a6d18c0b8149270ccff9dbefa5600,EA,7a64869f68dab5b647ea,baa12231d69c5099050f,init=authoritative register project start; dec=authoritative register determination,train
d336bfed9f53527e4b9a3caf40c65715,EA,none,23e308f63ee61d1d63ef,"init=none; no qualifying NOI, application, scoping, or CE start candidate; dec=operative FONSI",train
19c56b599fbb0dabca87ccaf6476e31c,EA,efaf9c6f4e52312d3433,1ade42ff5b73d7e0923b,init=authoritative register project start; dec=authoritative register determination,train
edcee6574bcaa5d3a07b552386eb0219,EA,none,55a5aa666f6c9cb80f1f,"init=none; no qualifying NOI, application, scoping, or CE start candidate; dec=operative FONSI",train
f1ffde2f85792ce490b141c74f9baa41,EA,b6a9fef9fee17426aaf7,14b6f73387aa5791724e,init=earliest qualifying application or scoping start; dec=authorizing-official or compliance-officer signature,train
0f4534b0b82d8d3b2b589184575f8dda,EA,none,dd391cdcd500bbd23ef3,"init=none; no qualifying NOI, application, scoping, or CE start candidate; dec=authorizing-official or compliance-officer signature",train
debe659941dc65ed630daab88d5fbf81,EA,aa513b9070a3d288e9b6,8be77ea0cf289ed18e67,init=earliest qualifying application or scoping start; dec=operative FONSI,train
a9bf633f178f02d579da39661ef6ae41,EA,none,a3beb871f4aaa1bdcf46,"init=none; no qualifying NOI, application, scoping, or CE start candidate; dec=authoritative register determination",test
42fa3a31354e0311b21a78fb3ac90c29,EA,none,1a8f4897dbd628033ce8,"init=none; no qualifying NOI, application, scoping, or CE start candidate; dec=authorizing-official or compliance-officer signature",test
eb3af99b4fd5c823611b28f620e5ca86,EA,none,none,"init=none; no qualifying NOI, application, scoping, or CE start candidate; dec=none; no precise day-level FONSI/ROD candidate",train
aae737cf3c81f4a5ae97e36eb54dc5bd,EA,93b88f6ac4c4c05fb3b5,6a9db2afc0c213419a6c,init=earliest qualifying application or scoping start; dec=operative FONSI,test
07eb4a9c6579964af3a5a52928cabc7e,EA,cd8d3f91d2f1045c1e61,8d79ea75accd4ea176f8,init=earliest qualifying application or scoping start; dec=authoritative register determination,train
dd57f4c89d7bac04b15392d3d5adc606,EA,993684e3a2d90f974127,none,init=earliest qualifying application or scoping start; dec=none; no precise day-level FONSI/ROD candidate,train
62c1cf4692d281b3228e5cf0d064c86f,EA,24568bfdc9376e82bd9b,680c0b7290923bcf943b,init=authoritative register project start; dec=authoritative register determination,train
323825530f7e229f10a719e2219d2cb3,EA,none,f0ea767a275d8e2d007c,"init=none; no qualifying NOI, application, scoping, or CE start candidate; dec=operative FONSI",train
23811d81ae09a7da1cf9167043268f6c,EA,438da777ab979875bb62,924926e32c072bb781b5,init=authoritative register project start; dec=authoritative register determination,train
fd376168a2ca237d6b4a1e208b62ea3c,EA,none,none,"init=none; no qualifying NOI, application, scoping, or CE start candidate; dec=none; no precise day-level FONSI/ROD candidate",test
769bdbd49a96651d4b6a61945446f3c3,EA,d75de941924f9ad1488e,0787a426150fc497faa2,init=earliest qualifying application or scoping start; dec=authoritative register determination,train
292d487f83fadcd1cef13fe9b55b8b89,EA,afc84b4b3ad693fa24ad,none,init=earliest qualifying application or scoping start; dec=none; no precise day-level FONSI/ROD candidate,train
fc80f2310515dbabce64a4f795b4ab8a,EA,none,0ea9e68a3a60198c00e3,"init=none; no qualifying NOI, application, scoping, or CE start candidate; dec=operative FONSI",train
5ed7f88a37957b8a812a19a8e8c41ffe,EA,7e1df44fbbe659a5a6c2,1c19b68edd4eb49ef4f2,init=earliest qualifying application or scoping start; dec=authorizing-official or compliance-officer signature,train
dd9a887d60e52e18e4958ae6c38f4e66,EA,d20cb4ba3d1ca5e61098,c566efae380cee043966,init=earliest qualifying application or scoping start; dec=authorizing-official or compliance-officer signature,test
96b26b5a6c877afe0475790d6625c6f3,EA,650e431bd5cbb3011700,8710eb4e1498acea9bb0,init=authoritative register project start; dec=authoritative register determination,test
4f4f11c9b2b50d2d496e5efb30102fa3,EA,none,none,"init=none; no qualifying NOI, application, scoping, or CE start candidate; dec=none; no precise day-level FONSI/ROD candidate",train
c6757593d4322cdb6bd327c512ecc7be,EA,86b145ae3b63f55d4230,be0e47f9c37753fddbbb,init=authoritative register project start; dec=authoritative register determination,train
c5a18865cc2aabbe086f9b6f765d619d,EA,none,none,"init=none; no qualifying NOI, application, scoping, or CE start candidate; dec=none; no precise day-level FONSI/ROD candidate",train
e0c526f7197d78b3cca85a46a8591ef9,EA,4adc85e61f95bb1123cc,8de27df15068ae24b3e9,init=earliest qualifying application or scoping start; dec=operative FONSI,train
552e51a3b257f1e8c7d90d1bab4a2ce0,EA,70b6f4795dce8eb2da79,5ac8346b423941a1e1e4,init=authoritative register project start; dec=authoritative register determination,train
5e9a3283f3aac48201f1725f75b46666,EA,01c7c8828cdf1afb8f0a,ad059ef1c211308b31b9,init=authoritative register project start; dec=authoritative register determination,train
fdf78f8672fed04b2765b1db3f1f94d0,EA,none,none,"init=none; no qualifying NOI, application, scoping, or CE start candidate; dec=none; no precise day-level FONSI/ROD candidate",train
2ae7504e261e35c9bd9eb95ac637c82a,EA,eb7c2582d03924df1136,5a505fdb544c14bd4636,init=earliest qualifying application or scoping start; dec=operative FONSI,test
793ee63e4b9621cd9c2d200e1eb81de6,EA,33584c5ff268a8138739,abc83ab922e814c40d47,init=earliest qualifying application or scoping start; dec=authoritative register determination,train
685a0b42113cbea472c150d1624bbd8a,EA,none,b52d2bb7537c6bef6286,"init=none; no qualifying NOI, application, scoping, or CE start candidate; dec=authoritative register determination",train
99ef7d6fb0e2daf79abb08148c992e78,EA,54f18e16e440c56791a0,031f1d5370aa941546f0,init=authoritative register project start; dec=authoritative register determination,train
27b8eab66b62bd7fac3bc7f79a470eb1,EA,b30f7e6207e46e2cac5c,none,init=earliest qualifying application or scoping start; dec=none; no precise day-level FONSI/ROD candidate,train
8237e9b86021dba1b116398c74644f23,EA,d91c1989c3d597c6d231,ae3a02ff4178fbcf5161,init=earliest qualifying application or scoping start; dec=authoritative register determination,train
74707768051b207cfb55f02ab4a2e5e7,EA,0750680937b98f2980ef,663cedabf62a326759b9,init=authoritative register project start; dec=authoritative register determination,train
bcbb86822312817d6dfd24cb3a2ab636,EA,7ae70565ec94d9234215,bb9c40a76658b923f43d,init=earliest qualifying application or scoping start; dec=authoritative register determination,train
2ba9fd812367e514dc1f5ff9b667b18d,EA,none,67d5554c8ab413294e40,"init=none; no qualifying NOI, application, scoping, or CE start candidate; dec=operative FONSI",train
