candidate_id,label,evidence_span
fecd14f4beb153d78837,neither,"Statewide Heritage Protocol, February 2014 (SHPO agreement)"
e235d8418000dfa710d7,neither,"Steigerwald 29 2/19/16 (document page header)"
920447ba210dec1951d1,neither,"Coeur Rochester Mine Draft EIS July 2015 (cover month)"
497d63d045d5dc93fe7f,neither,"Wildlife Jessie Huck jkh 5/18/23 (specialist review)"
e492694d926f5b9e000f,neither,"anticipated finalization of two biological opinions in July 2023"
74b92a4be0aa2d0df236,neither,"Reviewed by: /s/ Vanessa Bussell Date: 6/6/2017 (reviewer signature)"
511c84435b6af6306036,decision,"NEPA Compliance Officer Signature Date: 7/10/2023 (record of decision)"
f642e4841d739638fd92,neither,"Floodplain Assessment October 14, 2019 (permitting timetable)"
d6ade017ce75de6c63e8,neither,"CX for Budget Period One originally issued August 2023 (prior CX)"
2fa48b3df28faa125c05,decision,"NEPA Compliance Officer Date: 6/3/14 (CX determination signature)"
39a906067ef26cc55d21,neither,"full 90-day public comment period closed on February 23, 2023"
9ef113d15d464a68579d,neither,"USFWS Revised Guidelines dated September 27, 2013 (guidance citation)"
6d11df346f8aaf3fe4fb,neither,"letter dated March 6, 2012, Hawaii Office of Planning concurred"
065e33ad7c76102a913e,neither,"public hearings in Los Alamos, New Mexico (January 26, 2023)"
29382f572c1fc47df405,neither,"Navajo Nation December 2009 consultation meetings"
32a3807178c847ce7651,decision,"NEPA Compliance Officer Signature Date: 2/2/2022 (record of decision)"
