candidate_id,label,evidence_span
fbdc74780ad96251caad,neither,"Draft EIS for F-15 Beddown GLOSSARY June 2024 (cover month)"
7c019b8cc77bcd0f4821,neither,"Postcard notification of the Draft EIS - 6/27/23"
ac0c8ecf48a14de56727,neither,"Berths 212-224 Container Terminal Draft EIS/EIR May 2014"
60403836558b80f84234,neither,"The comment period ended January 15, 2013"
faf962c42f7494123c08,neither,"Chicago to Council Bluffs Rail Study October 2012 Tier 1 EIS"
bfd82071b1cc38d7944a,neither,"in September 1986 a public hearing was held in Pendleton, Oregon"
54cf77f1870a14af9621,neither,"The first newsletter, distributed May 2014, announced the Scoping Report availability"
cfd35929d4c39b4a5914,neither,"affirm its previous decisions ... February 2015 to December 2020 lease sales"
d9deb4e84b1dcd548b3a,neither,"August 12, 2021: USACE Request for Comments on a Section 106 Area of Potential Effects"
c58363e86fc5e96ae9dc,neither,"response to the Commission's September 27, 2019 request for additional information"
68ac60bb5fbde441f887,neither,"Construction is expected to last from June 2014 through November 2014"
e16957f51da7be3b0fd6,initiation,"ID Team met on May 7, 2018, to identify potential issues related the application"
8961f9ff0a086256b6dd,neither,"Biological Resources Technical Report January 2014, revised March 2014"
77edebcd9095187c121e,neither,"Moneta Divide Natural Gas Project Draft EIS April 2019 (cover month)"
6aeeb2507c78aaddda7a,neither,"DOE submitted a closure plan in September 1984"
5eab124e279330b27e7b,neither,"The August 1975 London Convention on the Prevention of Marine Pollution"
1736857977b3ab1b75bb,neither,"Public hearings were held ... in Kanab, Utah on June 10, 1980"
c14c935d9a93f60f04a7,neither,"DOE/EA-1541 Environmental Assessment March 2008"
a9243dc7a754fe6775e8,neither,"a Phase I Archaeological Survey ... was performed in May 2002"
47290bb9be4d16a5346b,neither,"FEBRUARY 2024 REDDING RANCHERIA FINAL EIS (cover month)"
158024a9c37f451b8b4b,neither,"A contract was awarded in Sept 2014"
271083cc7b2a48af18f7,neither,"Vulture Centennial Grazing Permit Renewal FINAL EA June 2020"
752e43f165d39df46b6a,initiation,"TVA completed scoping for the EIS, including a 55-day comment period ... (in July and September 2011)"
a31d6a8f8ddfc3b91129,neither,"Final EIS for an Early Site Permit ... Manuscript Completed: October 2015"
73d1b1b664e91700ba11,neither,"AUGUST 2004 SALMON CREEK PROJECT Draft EIS DOE/EIS-0346"
b62f4ec7779aecfcaaf3,neither,"In December 2012, the Council recommended alternatives for NMFS to analyze"
5887e352ec2631417b73,neither,"New Jersey Freshwater Wetland Permit Approved January 20, 2023"
c534d55c63cd7ff9dde5,neither,"Draft Integrated Feasibility Report/EIS/EIR November 2019"
53aec3aa63c113d60f56,neither,"Chapter 4 Cumulative Analysis Draft EIS/EIR April 2015"
ccb8603da607357b7fed,neither,"expected to be operational by December 2013 220/500 kV Substation"
eabdce3f11f41127f754,initiation,"On November 9, 2016, FERC granted Midship Pipeline's request and established pre-filing docket"
c70ec9832f330453f5ed,neither,"D.11 NOISE August 2014 Draft EIR/EIS"
275a67aae836041856fd,neither,"San Joaquin Valley ROW Maintenance EA Draft EA June 2010"
18f25349d9efeb3c7565,neither,"Antelope Valley Station to Neset Transmission Project Draft EIS November 2012"
4187e8e614791e84e40a,neither,"Section 106 Determination of Eligibility and Effects, August 2014"
099a77a8691bd61458b0,neither,"transmitted the draft MOA ... on October 30, 2018, for review"
f9b7e09554c6c3e9ca67,neither,"Final Utility-Scale Solar Energy Programmatic EIS Executive Summary August 2024"
0cdd6a3a32994c40e3ed,neither,"Operating license NPF-30 Issued: 10/18/1984 Expires: 10/18/2024"
49dcd7ddc8bfd27b8a9f,decision,"the BLM reconsider the January 2017 decision and select the alternative"
7193dc459c34c36298a2,neither,"a public meeting was held in Portland on September 21, 1993"
2751847739a84b9450ec,neither,"Environmental Assessment for the Construction Landfill Expansion at Pantex January 2018"
2e5b1092226bf50f1183,initiation,"A packet ... was mailed directly to nearly 400 members of the public on July 20, 2009"
31c4dca27135fd66dcdc,neither,"Commenting Entity Date Filed ... March 29, 2007"
1843ffa024cab9bad640,neither,"ANNOVA LNG BROWNSVILLE PROJECT Final EIS April 2019 (cover month)"
517f8ea667925d543bff,neither,"April 2012 – November 2012 Overlaps with Project area"
3e5abf171d3cb6ee6d68,decision,"DOE/FEIS-0201 July 1994 ... BPA's Decision ... Record of Decision"
76952b30aaa087b8b3ed,neither,"Birch Creek Floodplain Restoration Project Final EA October 2021"
7ad0a7c62fd26ffbb5c6,neither,"In February 2014, the Council ... approved the DEIS for initial submission to NMFS"
f501f97a9005097a34ec,neither,"in December 1974, the Environmental Quality Commission proposed ... Special Problem Area"
f770051fdc9695cb664e,neither,"in May 1975, it received clearances from the County of Umatilla"
01b5ec707d90c13e1ee2,neither,"construction activity ... would not commence until March 2022"
33c2ee4b49a42b306254,neither,"NRC staff submitted a rulemaking plan in July 2021"
3bbfd48475559198d0db,neither,"10/29/08 Planning Project Approved"
0234a6716be9019db363,neither,"approved Coal Plats as of April 15, 2004 and December 6, 2004"
3755a163d30fdabb36b5,neither,"Final EA DOE/EA-1532 June 2005"
656af762d0ca766501a9,neither,"Approval received December 17, 2015; construction ceased as of January 2017"
91f2780abfd633f090f6,neither,"Environmental Consequences November 2013 Draft RMPA/EIS"
26dec6e315ca61b95116,neither,"DOE/EA 1804 37 November 2010"
15265d8564df03da18d2,neither,"FAA AUGUST 2020 LGA Access Improvement Project Draft EIS"
c6c503338dcd85f30049,neither,"Revised Draft Integrated Feasibility Report and EIS July 2023"
a99f52a050a3a50528fd,initiation,"Scoping documents were sent via mail to all interested members ... in April 2010"
a916ee7363ffda2e8b99,neither,"DOE/EA-1861 iii May 2011 COVER SHEET Draft EA Frito-Lay Biomass Boiler"
c83bbaadc2b6a26f3b7d,neither,"In February 2015, the DCSHPO concurred with a Finding of No Adverse Effect"
c0da77693ee0b71dad69,neither,"On October 20, 2010 the comment period was extended"
ed5ee3864b730d63e9e6,neither,"announced an ending date of March 13, 1995"
6faa333c157c436ac736,neither,"Hazardous Waste Received by HWM January 1, 1990–December 31, 1990"
39cd279155a2b9e8ee8a,neither,"On February 29, 2012, we extended the deadline for filing conditions"
597c2d1c05f12f71764c,neither,"Placer County Conservation Program Final EIS/EIR May 2020"
58b80a1e4da87983c37f,neither,"November 22, 2017: ACE provided comments on the 2nd draft MMP"
f71a57b2706f4886c722,neither,"Appendix E Source Reduction Dredged Material Management Plan August 2015"
4f4d2c50ac74949c4645,neither,"In March 2010, the USFWS determined that the Greater Sage-Grouse warranted protection"
c291ec072b9ad7a514c7,neither,"Rio Grande LNG Project Final EIS Volume III April 2019"
dd74f75fae5e2b0e0382,neither,"The June 2013 Polar Icebreaker Mission Need Statement"
711eabe1e66ed06d77cc,neither,"BRECKENRIDGE SKI RESORT DRAFT EIS JANUARY 2015 (cover month)"
98ba6331b7f8f72fa4a2,neither,"San Luis Low Point Improvement Project Draft EIS/EIR August 2017"
1a8c98fcfb2cade7d0bd,neither,"E-mail from David Griggs ... on 03/01/2023"
2a768dbd51154926e2bf,neither,"Enbridge. 2023a. Supporting Information ... January 19, 2023"
05c82ecf32e1d2b16b5e,neither,"the Draft EIS was published in June 2007"
ec5837cef91a1c79dd8e,neither,"we submitted comments in September 2004, we protested in October 2004"
62dd205279264aec3098,neither,"September 9, 2014 ... Response to request to be a consulting party"
1cc181d33d5443b380cb,neither,"DRAFT A ENVIRONMENTAL ASSESSMENT ... DECEMBER 2017 (cover month)"
3ffa9b49cbcf9b58c4d7,neither,"May 2, 2023 Email request provided to MDNR for input"
79161c55d800f7693d6b,initiation,"BLM ... put out a press release in October 2018 seeking comments on the Copperstone Mine Plan amendment"
980a647c739739b2d41e,initiation,"9/1/2006 ... as reported in the lease application"
ff617c6b7ee8ef79dbe2,initiation,"November 2000, which is the established federalization date of the Project"
3799858b208dcdec43b3,neither,"February 2007 Environmental Assessment for Proposed Perched Groundwater Corrective Measures"
aa170d302b1f3c82417c,neither,"Detailed maps (i.e., Exhibits) ... 37 July 2009"
