candidate_id,label,evidence_span
c995df71e8e46ab902e2,initiation,"On February 10, 2014 ... posted to the online NEPA register"
8d65034775879ae194a8,neither,"scoping period began on November 19, 2013 and ran until December 20, 2013"
8fa427498aca17a76678,initiation,"A project scoping newsletter was mailed to interested parties and agencies on September 14, 2022"
8012cf3411a2b10b4aea,neither,"Tier 3 analysis (January 2015 – December 2017)"
9c507f65387cabf4ef36,neither,"scoping period (November 17, 2022, through December 16, 2022)"
bba577514e61cdb997c3,neither,"Final Environmental Assessment Appendix C 63 April 2010"
0bc7a025e4577e6fbb54,neither,"Initial Scoping Period (April to May 2021)"
f73aa37beb1848f74d32,neither,"BLM-Red Cliffs National Conservation Area 4/12/2019"
ee478340a0965ec52bb0,decision,"Signed: /s/ Shawn Barndt ... Date: June 5, 2017"
013baae13d339554ed17,neither,"approved by the DTSC on June 18, 2002"
274ff97a288d925efa07,neither,"Exhibit A PacifCorp ROW 6/04/2012"
71097b5a022211a7bf63,initiation,"SME submitted APDs to BLM on May 18, 2017"
16f6fdafbd3589e96782,neither,"Invasive and Non-Native Weeds Jennifer McMillan JM 8/6/13"
e186987db4133e734c5a,neither,"Update to previous categorical exclusion issued on August 7, 2020"
c22f9101c11ac00283a9,neither,"public scoping meeting to solicit input on June 24, 2009"
873be9283ec5609dd803,neither,"In December 1984, the BLM issued a Recreation and Public Purposes (R&amp;PP) lease"
b852f28022454e5a2c5c,initiation,"NOI in 75 Fed. Reg. 42082 (July 20, 2010) ... scope of the EIS lasted from July 20, 2010"
a6ae67ac0a18f7abc2b7,neither,"Hawai'i Clean Energy Draft PEIS S-9 April 2014"
dc2ca8ed466a2b68b339,initiation,"Applications filed May 2013; May 2014, and February 2015 (export to non-FTA)"
52a78a406695c7ba4eff,decision,"Record of CX Determination ... Environmental Checklist of 03/24/2014"
e81e57fae8db7bede9e2,initiation,"On September 7, 2016, DWR and the State Clearinghouse issued the NOP"
a8fb829173813fe4a865,decision,"12.04.23 DOI-BLM-CA-C090-2023-0018-CX (CX determination date)"
75d62ce5a561284b43bf,initiation,"On February 4, 1999, P&amp;M filed a proposal with BLM to exchange land"
94ec7d5839d09cefc259,neither,"Summary of Site Audit dated June 22, 2012"
bfdbd64de4a85e921a43,initiation,"On October 27, 2014, City of Farmington filed an application to renew existing right-of-way (ROW) grant"
383f1ddaa4bb7681b0d1,neither,"FWIP EIS (DOE/EIS 0312, April 2003)"
498104cfea8ff897e779,neither,"Proposed Date for NEPA document completion: 12/24/23"
51de429841192bb69edf,initiation,"On 18 May 2015, a scoping meeting public notice fact sheet was mailed"
23bce0699df039a9f105,neither,"In February 1992, CDH offered guidance"
68a1afbaa17538af004c,neither,"Wetlands / Riparian Zones | No | D. Corry | 6/21/17"
c73a871a8582f4135a4b,neither,"Federal Register / Vol. 88, No. 216 / November 9, 2023 / Notices"
f55b1702008fd0833cf4,neither,"CONCURRENCE PAGE Draft EIS Date: December 5, 2000"
4e30cb70b372ffa11d7d,neither,"construction of the first phase would begin January 2020"
2ff64522ddc656db826a,neither,"Shevawn Sapp 10/30/2019 Livestock Grazing"
720a7a37e6e00300a79c,neither,"TVA completed an SEIS in June 2007"
560ce00f83d34440f970,neither,"Comments were received through March 23, 2015 (45 days)"
257a4851eb5f8b1ab86c,initiation,"On 1 November 2004, a Notice of Intent (NOI)"
44f99467319516b1fb51,neither,"AZA 036382 Exhibit B September 10, 2013"
9e98ada37139a6c8f2a3,initiation,"a NOP for the EIR was submitted to the State Clearinghouse on July 29, 2011"
85acfcedeb559fb9ea42,neither,"the comment period for the NOI has been extended through September 9, 2011"
cca984784184c2886527,neither,"Nevada State Protocol Agreement, Revised December 22, 2014"
58a594504822ca2d7601,neither,"Sharisse Fisher (Acting) 8/23/16"
9870a8022f64f2b3aba5,neither,"Three early action measures were approved by CARB on June 21, 2007"
cef07954412b5c6ba355,neither,"FEDERAL REGISTER Vol. 73, No. 70, April 10, 2008"
48d54bf7969713ea973f,neither,"state public scoping period that ended on August 15, 2014"
b4f97fc1b828e8341f5d,neither,"This grazing permit expired on February 28, 2015"
d5843ca1429d110a5ab7,initiation,"In March 2022, Nevada Gold Mines submitted the Robertson Mine Project Plan of Operations"
f9d39df950d31ee6ac96,neither,"Mitigation Measures Table March 2003"
c8519875d56548ac43ec,neither,"Draft EIS ... made available for public review on August 31, 2018"
fd18cc0a580443fcd6b5,initiation,"A letter was sent to interested parties on November 16, 2016 informing them of the proposal"
ad250c9577b9f3502dd1,neither,"In mid-May 2002 we mailed an eight-page update"
a136a12f8d9ddb7271a4,neither,"Federal Register / Vol. 81, No. 199 / October 14, 2016 / Notices"
4e1eb1c4f65680d1172a,neither,"This ROW was issued on February 14, 1990, and expired on February 13, 2020"
4f881fe900f2f10c7d50,neither,"authorization was first issued in 1963, expiring on October 3, 2023"
ee58337c475b047d3d39,initiation,"scoping letter of September 22, 1999"
d6552db72effd85deb3e,initiation,"public notice of the proposed action was provided on the BLM ... NEPA register (December 7, 2017)"
34b25b84c0b91a43c687,initiation,"The original scoping document was mailed to landowners in March 2010 ... posted to the NEPA Register"
